index,candidatura,nombre,nombre_completo,numero,partido,siglas,suplente,gender
665,11,Antonia, Antonia Gavilán Rodríguez (RECORTES CERO).,51,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,False,1.0
666,11,Natalia, Natalia Vara Bodas (RECORTES CERO).,52,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,False,1.0
667,11,Manuel, Manuel Galiana Martínez (RECORTES CERO).,53,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,False,-1.0
668,11,Antonio, Antonio López García (RECORTES CERO).,54,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,False,-1.0
669,11,Joaquin, Joaquín Torres Moreno (RECORTES CERO).,1,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,-1.0
670,11,Jesus, Jesús López Gázquez (RECORTES CERO).,2,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,-1.0
671,11,Maria, Maria Encarna Valle Fernández (RECORTES CERO).,3,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,1.0
672,11,Maria, María del Carmen Jurado Expósito (RECORTES CERO).,4,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,1.0
673,11,Wenceslao, Wenceslao Rebollo Cordero (RECORTES CERO).,5,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,-1.0
674,11,Roberto, Roberto González González (RECORTES CERO).,6,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,-1.0
675,11,Maria, María Begoña López Hernández (RECORTES CERO).,7,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,1.0
676,11,Elena, Elena Sánchez Valero (RECORTES CERO).,8,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,1.0
677,11,Antonio, Antonio González Calderón (RECORTES CERO).,9,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,-1.0
678,11,Ruben, Rubén Mateo Martínez (RECORTES CERO).,10,AGRUPACIÓN DE ELECTORES RECORTES CERO (RECORTES CERO),RECORTES CERO,True,-1.0
679,12,Jordi, Jordi Sebastià Talavera (COMPROMIS).,1,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
680,12,Florent, Florent Marcellesi (EQUO).,2,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
681,12,Angela, Ángela Labordeta de Grandes (CHA).,3,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
682,12,Reyes, Reyes Montiel Mesa (EQUO).,4,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
683,12,Miguel, Miguel Prados Rodríguez (PARTICIPA).,5,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
684,12,Ester, Ester Moreno Fernández (PCAS).,6,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
685,12,Miguel, Miguel Ángel Vázquez Martin (PUM+J).,7,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
686,12,Loles, Loles Ripoll Bonifacio (COMPROMIS).,8,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
687,12,Guillermo, Guillermo Rodríguez Robles (EQUO).,9,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
688,12,Pilar, Pilar Barrientos Ruíz (SIEX).,10,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
689,12,Miguel, Miguel Martínez Tomey (CHA).,11,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
690,12,Ines, Inés López-Dóriga González (EQUO).,12,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
691,12,Joan, Joan Groizard Payeras (EQUO).,13,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
692,12,Monica, Mónica Álvaro Cerezo (COMPROMIS).,14,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
693,12,Mariano, Mariano Navarro de la Cruz (PCAS).,15,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
694,12,Sonia, Sonia Ortiga Zaragaza (EQUO).,16,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
695,12,Alberto, Alberto Martínez Cuartero (PUM+J).,17,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
696,12,Paula, Paula María Manzano Aparisi (PARTICIPA).,18,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
697,12,Mohamed, Mohamed Mohamed Ali (CABALLAS).,19,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
698,12,Isabel, Isabel Martín Gómez (COMPROMIS).,20,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
699,12,Aitor, Aitor Urresti González (EQUO).,21,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
700,12,Maria, María Rosa Martínez Rodríguez (EQUO).,22,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
701,12,Julia, Julià Álvaro Prat (COMPROMIS).,23,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
702,12,Joana, Joana Pascual Gil (COMPROMIS).,24,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
703,12,Chuse, Chusé Inazio Felices Maicas (CHA).,25,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
704,12,Nikolina, Nikolina Dimitrov (EQUO).,26,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
705,12,Carlos, Carlos Alberto Martins (EQUO).,27,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
706,12,Reis, Reis Gallego Perales (COMPROMIS).,28,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
707,12,Roberto, Roberto Moncho Agud (PARTICIPA).,29,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
708,12,Marta, Marta Carrés Piera (CHA).,30,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
709,12,Joaquin, Joaquín Arce Fernández (EQUO).,31,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
710,12,Susana, Susana Bruna Pérez (SIEX).,32,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
711,12,Pedro, Pedro Sánchez Gil (COMPROMIS).,33,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
712,12,Carolina, Carolina López García (EQUO).,34,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
713,12,Vicent, Vicent Xavier Vila Mas (COMPROMIS).,35,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
714,12,Anna, Anna Climent Montllor (COMPROMIS).,36,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
715,12,Mateo, Mateo Rafael Quirós Hernández (EQUO).,37,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
716,12,Moraia, Moraia Grau López (EQUO).,38,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
717,12,Arturo, Arturo Angulo Urarte (PUM+J).,39,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
718,12,Maria, María José Pérez Noe (CHA).,40,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
719,12,Alberto, Alberto Villa Molina (EQUO).,41,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
720,12,Noelia, Noelia Seller Fernández (EQUO).,42,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
721,12,Julio, Julio Ramón Echazarra San Martín (PCAS).,43,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
722,12,Maria, María Teresa Vizcaíno Callejón (PARTICIPA).,44,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
723,12,Antonio, Antonio Vicente García Díez (COMPROMIS).,45,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
724,12,Anna, Anna Perpiñà Zaragozà (COMPROMIS).,46,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
725,12,Ramon, Ramón Fernández Barba (EQUO).,47,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
726,12,Monica, Mónica Monteagudo Casas (EQUO).,48,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
727,12,Mariano, Mariano Fuente Blanco (PCAS).,49,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
728,12,Maria, María del Mar Ruiz Baños (PUM+J).,50,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
729,12,Nicolas, Nicolás Paz Alcalde (EQUO).,51,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
730,12,Maria, María Hontanares Arranz Peña (EQUO).,52,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
731,12,Albert, Albert Furió Pérez (COMPROMIS).,53,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,-1.0
732,12,Pilar, Pilar Calpena Poveda (COMPROMIS).,54,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,False,1.0
733,12,Rafael, Rafael Conde Melguizo (EQUO).,1,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,-1.0
734,12,Maria, María del Carmen Ruíz Conde (CHA).,2,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,1.0
735,12,Vicente, Vicente Torres Castejón (COMPROMIS).,3,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,-1.0
736,12,Maria, María José Ortiz Noguera (EQUO).,4,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,1.0
737,12,Maria, María Luz Monllor Mollà (COMPROMIS).,5,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,1.0
738,12,Manuel, Manuel Soria González (EQUO).,6,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,-1.0
739,12,Carolina, Carolina García Tomás (EQUO).,7,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,1.0
740,12,Juan, Juan Leopoldo Torres Rodríguez.,8,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,-1.0
741,12,Josep, Josep M. Aparici Cubells (COMPROMIS).,9,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,-1.0
742,12,Dolores, Dolores Tobío Sueiro (EQUO).,10,PRIMAVERA EUROPEA (PRIMAVERA EUROPEA),PRIMAVERA EUROPEA,True,1.0
743,13,Jose, José María Gijón Polo.,1,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
744,13,Maxima, Máxima Gutierro Cuadrado.,2,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
745,13,Jorge, Jorge Durán Domínguez.,3,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
746,13,Maria, María Luz Regidor Mateos.,4,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
747,13,Francisco, Francisco José Gutiérrez Delgado.,5,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
748,13,Maria, María Teresa Rivero Rubio.,6,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
749,13,Francisco, Francisco Duque Galeano.,7,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
750,13,Natividad, Natividad Farrona Barrero.,8,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
751,13,Oscar, Óscar Solís Merino.,9,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
752,13,Maria, María Guadalupe Victoria Díaz Martín.,10,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
753,13,Jose, José Luis Poderoso Cortijo.,11,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
754,13,Cristina, Cristina Solís de San Nicolás.,12,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
755,13,Candido, Cándido Javier Gil Pizarro.,13,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
756,13,Isabel, Isabel María Rodríguez Guerrero.,14,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
757,13,Jorge, Jorge Alejandro Taramasco Casales.,15,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
758,13,Maria, María Izquierdo Ramiro.,16,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
759,13,Jorge, Jorge Gómez Esteban.,17,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
760,13,Maria, María Caridad Albellán Teno.,18,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
761,13,Blas, Blas Rosa Díaz.,19,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
762,13,Maria, María Luisa Cañada Valverde.,20,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
763,13,Angel, Ángel Santos Bravo Gómez.,21,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
764,13,Leonor, Leonor Cáceres Sánchez.,22,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
765,13,Antonio, Antonio Sosa Vizcaino.,23,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
766,13,Maria, María Reyes Calvo Gutierro.,24,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
767,13,Rodrigo, Rodrigo Domínguez Hoyas.,25,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
768,13,Maria, María Ángeles Lozano López.,26,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
769,13,Jose, José Campos Carlos.,27,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
770,13,Maria, María Goretti Pacheco Rentero.,28,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
771,13,Ricardo, Ricardo Ordóñez Barrena.,29,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
772,13,Maria, María Raquel Díaz Andrada.,30,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
773,13,Jose, José Luís Escobar Mendoza.,31,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
774,13,Adriana, Adriana Bote Mena.,32,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
775,13,Tomas, Tomás Alonso Fuentes.,33,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
776,13,Maria, María Aranzazu Rincón Muriel.,34,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
777,13,Juan, Juan Alfonso Leo Muñoz.,35,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
778,13,Maria, María de la Montaña Díaz Díaz.,36,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
779,13,Javier, Javier Durán Buenvarón.,37,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
780,13,Ana, Ana Belén Cañamero Morato.,38,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
781,13,Alejandro, Alejandro Jiménez Gijón.,39,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
782,13,Alba, Alba Inmaculada Álvarez Álvarez.,40,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
783,13,Jose, José Luís Barroso López.,41,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
784,13,Maria, María Dolores Rey García.,42,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
785,13,Agapito, Agapito Rosas Sánchez.,43,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
786,13,Maria, María del Pilar Búrdalo Fernández.,44,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
787,13,Francisco, Francisco Miguel López Bermejo.,45,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
788,13,Maria, María Cuadrado Vicente.,46,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
789,13,Juan, Juan José Sánchez Burcio.,47,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
790,13,Maria, María Pilar Andrada Gíl.,48,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
791,13,Juan, Juan Francisco Muñoz Mateos.,49,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
792,13,Ana, Ana Esther Nieto Ramiro.,50,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
793,13,Ismael, Ismael García López.,51,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
794,13,Juliana, Juliana Mateos Montes.,52,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
795,13,Maria, María Concepción Domínguez Moreno.,53,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,1.0
796,13,Pedro, Pedro Cañada Castillo.,54,EXTREMADURA UNIDA,EXTREMADURA UNIDA,False,-1.0
797,13,Maria, María Isabel Navarro Colom.,1,EXTREMADURA UNIDA,EXTREMADURA UNIDA,True,1.0
798,13,Manuel, Manuel Díaz Lindo.,2,EXTREMADURA UNIDA,EXTREMADURA UNIDA,True,-1.0
799,13,Maria, María Elena Barriga Gallardo.,3,EXTREMADURA UNIDA,EXTREMADURA UNIDA,True,1.0
800,14,Arturo, Arturo Viloria Fuentes.,1,PARTIDO HUMANISTA (PH),PH,False,-1.0
801,14,Raquel, Raquel Martínez Raja.,2,PARTIDO HUMANISTA (PH),PH,False,1.0
802,14,Pascual, Pascual Juan Martínez.,3,PARTIDO HUMANISTA (PH),PH,False,-1.0
803,14,Maria, María Victoria González Nogales.,4,PARTIDO HUMANISTA (PH),PH,False,1.0
804,14,Luis, Luis Bodoque Gómez.,5,PARTIDO HUMANISTA (PH),PH,False,-1.0
805,14,Jorge, Jorge Damián Isasmendi Carrizo.,6,PARTIDO HUMANISTA (PH),PH,False,-1.0
806,14,Maria, María Teresa Ruso Bernadó.,7,PARTIDO HUMANISTA (PH),PH,False,1.0
807,14,Jordi, Jordi Álvarez Caulés.,8,PARTIDO HUMANISTA (PH),PH,False,-1.0
808,14,Maria, María Jesús García Fernández.,9,PARTIDO HUMANISTA (PH),PH,False,1.0
809,14,Jose, José Manuel Vázquez Ríos.,10,PARTIDO HUMANISTA (PH),PH,False,-1.0
810,14,Teresa, Teresa Quintanilla Redondo.,11,PARTIDO HUMANISTA (PH),PH,False,1.0
811,14,Jose, Jose Antonio López Gómez.,12,PARTIDO HUMANISTA (PH),PH,False,-1.0
812,14,Rosa, Rosa Mera Bande.,13,PARTIDO HUMANISTA (PH),PH,False,1.0
813,14,Jesus, Jesús Ángel Tutor del Hoyo.,14,PARTIDO HUMANISTA (PH),PH,False,-1.0
814,14,Maria, María del Sagrario Tejedor Tejedor.,15,PARTIDO HUMANISTA (PH),PH,False,1.0
815,14,Juan, Juan Francisco Cerrada Cerrada.,16,PARTIDO HUMANISTA (PH),PH,False,-1.0
816,14,Veronica, Verónica Esther Simón Casado.,17,PARTIDO HUMANISTA (PH),PH,False,1.0
817,14,Jose, José Luis Álvarez Cedena.,18,PARTIDO HUMANISTA (PH),PH,False,-1.0
818,14,Gloria, Gloria López López.,19,PARTIDO HUMANISTA (PH),PH,False,1.0
819,14,Pedro, Pedro Pablo Martín Hernández.,20,PARTIDO HUMANISTA (PH),PH,False,-1.0
820,14,Maria, María Luisa González Galeano.,21,PARTIDO HUMANISTA (PH),PH,False,1.0
821,14,Miguel, Miguel Ángel Millara Veiga.,22,PARTIDO HUMANISTA (PH),PH,False,-1.0
822,14,Maria, María del Carmen Blanco Peña.,23,PARTIDO HUMANISTA (PH),PH,False,1.0
823,14,Victorino, Victorino Antonio Rodríguez Franco.,24,PARTIDO HUMANISTA (PH),PH,False,-1.0
824,14,Olaia, Olaia Rodríguez Canabal.,25,PARTIDO HUMANISTA (PH),PH,False,1.0
825,14,Jose, José Ignacio Martínez García.,26,PARTIDO HUMANISTA (PH),PH,False,-1.0
826,14,Eva, Eva María Ubago Castro.,27,PARTIDO HUMANISTA (PH),PH,False,1.0
827,14,Jesus, Jesús Fernando Rodríguez Roiz.,28,PARTIDO HUMANISTA (PH),PH,False,-1.0
828,14,Maria, María del Carmen Sánchez Cobos.,29,PARTIDO HUMANISTA (PH),PH,False,1.0
829,14,Ramon, Ramón Ezequiel Rojas Hernández.,30,PARTIDO HUMANISTA (PH),PH,False,-1.0
830,14,Concepcion, Concepción Martínez Miguel.,31,PARTIDO HUMANISTA (PH),PH,False,1.0
831,14,Joaquin, Joaquín Salvador Rodríguez.,32,PARTIDO HUMANISTA (PH),PH,False,-1.0
832,14,Maria, María del Carmen Suárez Bendicho.,33,PARTIDO HUMANISTA (PH),PH,False,1.0
833,14,Rogelio, Rogelio Manuel Martínez Rodríguez.,34,PARTIDO HUMANISTA (PH),PH,False,-1.0
834,14,Jose, José Joaquín Lapuerta Torres.,35,PARTIDO HUMANISTA (PH),PH,False,-1.0
835,14,Maria, María Úrsula Álvarez García.,36,PARTIDO HUMANISTA (PH),PH,False,1.0
836,14,Juan, Juan Vicente Aceña Moreno.,37,PARTIDO HUMANISTA (PH),PH,False,-1.0
837,14,Susana, Susana Sánchez Jara.,38,PARTIDO HUMANISTA (PH),PH,False,1.0
838,14,Jose, José David Merino Barrero.,39,PARTIDO HUMANISTA (PH),PH,False,-1.0
839,14,Francisca, Francisca Baliño Barcia.,40,PARTIDO HUMANISTA (PH),PH,False,1.0
840,14,Alfonso, Alfonso Bueno López.,41,PARTIDO HUMANISTA (PH),PH,False,-1.0
841,14,Maria, María Teresa Cuevas Pardo.,42,PARTIDO HUMANISTA (PH),PH,False,1.0
842,14,Fernando, Fernando José Docio Freijomil.,43,PARTIDO HUMANISTA (PH),PH,False,-1.0
843,14,Maria, María Rosa Cimas Cuevas.,44,PARTIDO HUMANISTA (PH),PH,False,1.0
844,14,Miguel, Miguel Cruz Motos.,45,PARTIDO HUMANISTA (PH),PH,False,-1.0
845,14,Gustavo, Gustavo Orlando Sánchez Suárez.,46,PARTIDO HUMANISTA (PH),PH,False,-1.0
846,14,Hipolita, Hipólita del Hoyo Vallejo.,47,PARTIDO HUMANISTA (PH),PH,False,1.0
847,14,Antonio, Antonio María Rey Caballero.,48,PARTIDO HUMANISTA (PH),PH,False,-1.0
848,14,Virginia, Virginia López López.,49,PARTIDO HUMANISTA (PH),PH,False,1.0
849,14,Luis, Luis Mario Martín Sánchez.,50,PARTIDO HUMANISTA (PH),PH,False,-1.0
850,14,Francisco, Francisco Javier Batres Sánchez.,51,PARTIDO HUMANISTA (PH),PH,False,-1.0
851,14,Maria, María Luisa Gabaldón Maroto.,52,PARTIDO HUMANISTA (PH),PH,False,1.0
852,14,Jose, José Manuel Moreno Díaz.,53,PARTIDO HUMANISTA (PH),PH,False,-1.0
853,14,Rebeca, Rebeca Núñez Fernández Llebrez.,54,PARTIDO HUMANISTA (PH),PH,False,1.0
854,14,Juan, Juan Carlos Marín Rodero.,1,PARTIDO HUMANISTA (PH),PH,True,-1.0
855,14,Paloma, Paloma Manzano Sánchez.,2,PARTIDO HUMANISTA (PH),PH,True,1.0
856,14,Pablo, Pablo Alberto de Pedro Martín.,3,PARTIDO HUMANISTA (PH),PH,True,-1.0
857,14,Florisabel, Florisabel Yarce Barrientos.,4,PARTIDO HUMANISTA (PH),PH,True,1.0
858,15,Alejo, Alejo Vidal-Quadras Roca.,1,VOX (VOX),VOX,False,-1.0
859,15,Ivan, Iván Espinosa de los Monteros de Simón.,2,VOX (VOX),VOX,False,-1.0
860,15,Ana, Ana Velasco Vidal-Abarca.,3,VOX (VOX),VOX,False,1.0
861,15,Jose, José Luis González Quirós.,4,VOX (VOX),VOX,False,-1.0
862,15,Cristina, Cristina Seguí García.,5,VOX (VOX),VOX,False,1.0
863,15,Maria, María Jesús Prieto Laffargue.,6,VOX (VOX),VOX,False,1.0
864,15,Ariadna, Ariadna Hernández Torrijos.,7,VOX (VOX),VOX,False,1.0
865,15,Eduardo, Eduardo Gutiérrez de Cabiedes Hidalgo de Caviedes.,8,VOX (VOX),VOX,False,-1.0
866,15,Jose, José Luis Sánchez Sánchez.,9,VOX (VOX),VOX,False,-1.0
867,15,Antonio, Antonio de la Torre Luque.,10,VOX (VOX),VOX,False,-1.0
868,15,Manuel, Manuel María López-Linares Alberdi.,11,VOX (VOX),VOX,False,-1.0
869,15,Jesus, Jesús Javier Pérez Sánchez.,12,VOX (VOX),VOX,False,-1.0
870,15,Mazaly, Mazaly Aguilar.,13,VOX (VOX),VOX,False,1.0
871,15,Laura, Laura Rodríguez Soler.,14,VOX (VOX),VOX,False,1.0
872,15,Francisco, Francisco de Asís de Ribera Martín.,15,VOX (VOX),VOX,False,-1.0
873,15,Juan, Juan Antonio Maldonado Castillo.,16,VOX (VOX),VOX,False,-1.0
874,15,Montserrat, Montserrat Amat Ortega.,17,VOX (VOX),VOX,False,1.0
875,15,Javier, Javier Cortés Lucena.,18,VOX (VOX),VOX,False,-1.0
876,15,Gunther, Günther Antonio Zevallos Avilés.,19,VOX (VOX),VOX,False,-1.0
877,15,Maria, María Jesús González Fueyo.,20,VOX (VOX),VOX,False,1.0
878,15,Aurora, Aurora Pimentel Igea.,21,VOX (VOX),VOX,False,1.0
879,15,Sergio, Sergio García-Orcoyen Tormo.,22,VOX (VOX),VOX,False,-1.0
